Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
15,21,Blythwood Jr. Public School,2 Strathgowan Crescent,2388,26,17,6,2218,165,14,2,0,2399,684,0.29,1,0
15,22,St. Leonard's Church,25 Wanless Ave,2636,60,30,11,2404,243,9,14,0,2670,797,0.3,0,0
15,23,The Sherwood,2567 Yonge Street,101,2,0,1,92,10,0,1,0,103,28,0.27,0,0
15,24,John Fisher Public School Jr.,40 Erskine Avenue,2648,88,129,9,2387,172,23,8,16,2606,651,0.25,0,0
15,26,101 Erskine,101 Erskine Ave,354,17,3,1,363,5,0,1,0,369,86,0.23,0,0
15,27,St. Monica Catholic School,14 Broadway Avenue,2286,52,145,7,1988,188,6,6,5,2193,497,0.23,2,0
15,29,Northern Secondary School,851 Mount Pleasant Road,2931,40,121,12,2584,219,27,11,6,2847,782,0.28,0,2
15,31,CNIB Centre,1929 Bayview Ave,1651,24,31,8,1494,136,9,3,0,1642,510,0.31,3,0
15,32,Northlea Elementary & Middle School,305 Rumsey Road,1945,39,16,14,1780,156,13,6,12,1967,568,0.29,4,1
15,33,Suomi Koti Finnish Centre,795 Eglinton Avenue East,112,2,7,0,107,0,0,0,0,107,45,0.42,0,0
15,34,Northlea United Church,125 Brentcliffe Road,2291,32,60,11,2035,194,22,9,1,2261,622,0.28,0,0
15,35,Scenic on Eglinton,35 Brian Peck Cres.,452,5,9,0,432,16,0,0,0,448,114,0.25,0,0
15,36,Scenic 3,160 Vanderhoof Ave,394,8,5,1,383,12,1,0,0,396,68,0.17,3,0
15,37,The Overlea,12 Thorncliffe Park Drive,232,2,6,3,219,9,0,0,0,228,79,0.35,0,0
15,38,St. Demetrios Greek Orthodox Church,30 Thorncliffe Park Drive,1455,20,52,6,1183,218,7,11,14,1433,271,0.19,1,0
15,39,Thorncliffe Park Public School,80 Thorncliffe Park Drive,1880,22,30,2,1784,90,1,1,0,1876,240,0.13,0,0
15,40,Leaside Towers,85-95 Thorncliffe Park Drive,1502,9,20,11,1415,64,9,2,0,1490,272,0.18,4,0
15,41,Leaside Retirement Residence,10 William Morgan Drive,213,32,2,0,225,18,0,0,0,243,46,0.19,0,0
15,42,Centennial Towers,65 Thorncliffe Park Drive,729,9,22,5,706,9,1,0,0,716,151,0.21,1,0
15,43,Rideau Towers,53 Thorncliffe Park Drive,407,8,5,2,368,37,2,3,0,410,86,0.21,0,0
15,44,Jenner Jean-Marie Community Centre,48 Thorncliffe Park Drive,1422,11,46,4,1153,236,1,1,0,1391,185,0.13,1,0
15,45,Rideau Towers,49 Thorncliffe Park Drive,662,7,10,3,638,19,2,0,0,659,91,0.14,0,0
15,46,Rideau Towers,47 Thorncliffe Park Drive,771,17,23,2,752,12,1,0,0,765,103,0.13,0,0
15,47,Rideau Towers,35 Thorncliffe Park Drive,483,15,11,0,454,32,1,0,0,487,131,0.27,0,0
15,48,Rideau Towers,43 Thorncliffe Park Drive,698,8,3,4,674,32,1,0,0,707,118,0.17,0,0
15,49,Nine Twenty One Millwood,921 Millwood Road,41,15,0,0,55,1,0,0,0,56,15,0.34,0,4
15,50,Leaside Public Library,165 McRae Drive,972,18,13,5,825,122,13,3,14,977,314,0.32,3,0
15,51,Bessborough Drive Public School,211 Bessborough Drive,2378,30,34,6,2060,284,6,3,20,2373,745,0.31,3,1
15,52,Trace Manes Centennial Building,110 Rumsey Road,1390,20,28,7,1208,153,8,2,11,1382,423,0.31,0,0
15,53,Leaside Memorial Arena,1073 Millwood Road,2142,21,44,10,1898,215,9,4,0,2126,598,0.28,3,0
15,54,Bennington Heights Public School,76 Bennington Heights Drive,693,8,6,4,633,55,7,0,1,696,193,0.28,0,0
15,55,Maurice Cody Community Centre,181 Cleveland Street,2375,44,51,10,2150,177,18,7,17,2369,736,0.31,0,0
15,56,Hodgson MIddle Public School,282 Davisville Avenue,2426,35,39,9,2185,216,18,3,3,2425,741,0.31,0,0
15,57,Manor Road United Church,240 Manor Road East,2201,46,42,2,2008,158,17,10,13,2206,709,0.32,3,0
15,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,NA,3,0
15,98,Toronto Botanical Gardens,777 Lawrence Ave E,NA,57,55,33,NA,NA,NA,NA,NA,NA,2504,NA,2,1
15,99,Jenner Jean-Marie Community Centre,48 Thorncliffe Park Drive,NA,51,20,14,NA,NA,NA,NA,NA,NA,1381,NA,6,0
15 Total,NA,NA,NA,69302,1289,1473,282,62805,5551,404,179,179,69118,22522,0.33,48,12
16,1,Rene Gordon Health & Wellness Academy,20 Karen Road,1131,17,19,5,958,138,11,8,15,1130,310,0.27,0,0
16,2,Operating Engineers Local 793,2020 Don Mills Road,768,7,59,3,579,132,2,3,0,716,177,0.25,1,0
16,3,George S. Henry Academy,200 Graydon Hall Drive,2139,19,25,5,1863,251,10,6,3,2133,292,0.14,3,2
16,4,Donview Academy,20 Evermede Drive,2042,14,30,7,1687,308,13,19,0,2027,353,0.17,4,0
16,6,Fenside Public School,131 Fenside Drive,1461,21,39,14,1124,291,8,21,0,1444,350,0.24,2,1
16,7,Roywood Public School,11 Roywood Drive,1648,16,33,6,1284,313,13,17,5,1632,407,0.25,0,0
16,9,Rayoak Place Retirement Residence,1340 York Mills Road,43,6,12,0,36,1,0,0,0,37,10,0.27,0,0
16,11,Victoria Park Collegiate,15 Wallingford Road,2576,26,63,9,2012,492,15,20,0,2539,519,0.2,6,0
16,12,Brookbanks Public Library,210 Brookbanks Drive,684,2,19,1,543,110,8,3,1,665,161,0.24,0,0
16,13,Ranchdale Public School,60 Ranchdale Crescent,874,12,3,7,592,265,19,11,0,887,232,0.26,0,0
16,14,Annunciation Catholic School,65 Avonwick Gate,2305,29,51,12,1770,490,12,13,0,2285,378,0.17,1,0
16,16,Fountain View Care Community,1800 O'Connor Dr,92,6,1,0,81,16,0,0,0,97,11,0.11,0,0
16,17,Harmony Hills Care Community,1800 O'Connor Dr,0,7,0,0,7,0,0,0,0,7,7,1,0,0
16,18,Broadlands Community Centre,19 Castlegrove Blvd.,1633,13,22,5,1268,336,14,8,4,1630,371,0.23,1,0
16,19,St. Catherine Catholic School,30 Roanoke Road,2047,18,29,11,1655,347,12,9,12,2035,461,0.23,1,0
16,20,Cassandra Public School,45 Cassandra Blvd,2115,45,38,5,1798,292,11,22,0,2123,409,0.19,0,0
16,21,Three Valleys Public School,76 Three Valleys Drive,1015,21,6,1,883,128,5,13,1,1030,315,0.31,0,0
16,22,Don Mills Middle School,17 The Donway East,2236,33,44,23,1834,364,9,11,1,2219,486,0.22,0,0
16,23,Norman Ingram Public School,50 Duncairn Road,3378,43,37,8,2935,417,22,13,3,3390,906,0.27,0,0
16,25,Greenview Lodge Retirement Home,880 Lawrence Ave East,44,5,0,0,48,1,0,0,0,49,14,0.29,0,0
16,26,Sanderling Place,20 Sanderling Place,1324,15,49,2,1126,157,6,5,0,1294,313,0.24,0,1
16,28,Thompson House,1 Overland Drive,120,63,3,0,174,5,0,1,0,180,17,0.09,0,0
16,29,Overland Learning Centre,55 Overland Drive,924,11,15,5,773,135,14,4,0,926,271,0.29,0,0
16,30,Carrington Place,1105 Leslie St,533,13,17,1,475,51,2,1,0,529,214,0.4,0,0
16,31,Greenland Public School,15 Greenland Road,2247,24,52,13,1832,352,23,10,0,2217,599,0.27,0,0
16,32,Donway Place,8 The Donway East,390,28,8,2,388,20,2,0,0,410,109,0.27,0,0
16,33,Victoria Village Public School,88 Sweeney Drive,1468,14,11,7,1217,233,13,8,1,1472,426,0.29,0,0
16,34,Victoria Village Public Library,184 Sloane Avenue,1750,30,18,5,1479,253,22,6,0,1760,301,0.17,0,0
16,35,Sloane Public School,110 Sloane Avenue,2890,44,53,18,2532,309,21,16,2,2880,801,0.28,1,1
16,36,Emmanuel Lutheran Manor,1684 Victoria Park Avenue,783,6,15,2,686,85,2,1,1,775,145,0.19,0,0
16,37,Golden Gate Apartments,1780 Eglinton Avenue East,728,11,8,5,630,96,2,4,0,732,128,0.17,0,0
16,39,The Courtyards of Concorde,18 Concorde Place,347,16,7,4,310,44,1,0,0,355,173,0.49,0,0
16,40,The Pioneer Place,16 Concorde Place,175,9,17,2,153,14,0,1,0,168,85,0.51,0,0
16,41,Concorde Park,5 Concorde Place,1095,29,26,17,1020,68,6,4,1,1099,430,0.39,0,0
16,42,Highgate,1 Concorde Place,456,11,7,4,431,26,2,1,0,460,250,0.54,1,0
16,43,Wynford Place,75 Wynford Heights Crescent,218,8,2,0,194,25,3,1,1,224,129,0.58,0,0
16,44,Wynford North,65 Wynford Heights Crescent,467,13,15,4,388,70,6,3,0,467,142,0.3,0,0
16,45,Wynford Central,55 Wynford Heights Crescent,449,8,9,2,407,34,4,3,0,448,95,0.21,0,0
16,46,Wynford South,45 Wynford Heights Cres.,452,10,16,2,396,43,4,3,0,446,133,0.3,0,0
16,47,Wynford Tower,35 Wynford Heights Cres.,366,9,18,0,321,27,4,5,0,357,146,0.41,0,2
16,48,The Rosewood,133 Wynford Drive,403,21,6,2,390,28,1,0,0,419,151,0.36,0,0
16,49,Accolade,181 Wynford Dr,413,13,17,1,377,29,1,3,0,410,121,0.3,0,0
16,50,Delmanor Wynford Retirement Living,187 Wynford Dr,63,30,14,2,72,7,0,0,0,79,60,0.76,0,0
16,51,The Palisades,205 Wynford Drive,932,13,25,8,863,50,7,0,0,920,358,0.39,3,0
16,52,Dennis R. Timbrell Resource Centre,29 St. Dennis Drive,1854,3,46,0,1538,249,12,3,10,1812,305,0.17,0,0
16,53,Deauville Place,5 Deauville Lane,60,2,0,0,62,0,0,0,0,62,21,0.34,0,0
16,54,Glenyan Manor,10 Deauville Lane,218,10,6,2,208,15,0,0,0,223,52,0.25,2,3
16,55,10 Grenoble Drive,10 Grenoble Drive,404,6,8,0,361,39,1,1,0,402,54,0.13,0,0
16,56,Sanardo,7 St. Dennis Drive,381,6,16,1,346,23,1,1,0,371,69,0.19,0,0
16,57,Grenoble Public School,9 Grenoble Drive,2773,37,86,0,2395,303,21,7,1,2727,339,0.12,0,1
16,58,Valley Park Middle School,130 Overlea Blvd.,919,8,15,4,766,140,3,2,0,911,166,0.18,1,1
16,59,The Citadel,701 Don Mills Road,464,10,10,1,428,35,2,0,0,465,72,0.15,0,0
16,60,Gateway Public School,55 Gateway Blvd,1636,48,18,8,1390,271,6,7,0,1674,465,0.28,0,0
16,61,Linkwood Village Rec Centre,75 Pavane Linkway,1515,41,10,8,1379,154,14,3,0,1550,412,0.27,0,0
16,62,Wynford Park Recreation Centre,15 Club Golfway,1764,21,27,19,1546,201,6,5,1,1759,444,0.25,1,0
16,63,Sonic Condos,1185 Eglinton Ave E,316,26,1,2,334,5,1,0,0,340,65,0.19,0,0
16,65,Sunrise Towers,1420 Victoria Park Avenue,312,22,18,2,299,17,0,0,0,316,140,0.44,0,0
16,66,Victoria Towne Recreation Centre,22 Sunrise Avenue,681,7,17,2,553,116,1,1,0,671,242,0.36,0,1
16,67,Latvian Canadian Cultural Centre,4 Credit Union Dr,1194,26,21,4,1013,172,7,3,3,1198,272,0.23,0,8
16,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,NA,1,0
16,98,Broadlands Community Centre,19 Castlegrove Blvd,NA,63,47,48,NA,NA,NA,NA,NA,NA,2290,NA,0,0
16,99,Dennis R. Timbrell Resource Centre,29 St Dennis Dr,NA,50,23,22,NA,NA,NA,NA,NA,NA,1047,NA,2,2
16 Total,NA,NA,NA,61715,1195,1327,353,52209,8593,405,310,66,61583,18785,0.31,31,23
17,1,Gates of Bayview,4003 Bayview Avenue,1010,26,49,10,921,59,6,0,0,986,328,0.33,0,0
17,2,Steelesview Public School,105 Bestview Drive,1361,8,6,3,1181,173,3,0,3,1360,312,0.23,0,0
17,3,The Gibson Long Term Care Centre,1925 Steeles Ave East,88,12,0,0,96,4,0,0,0,100,13,0.13,1,0
17,4,The Gibson Retirement Residence,1955 Steeles Avenue East,49,7,1,0,48,7,0,0,0,55,11,0.2,0,0
17,5,A.Y. Jackson Secondary School,50 Francine Drive,835,10,2,0,804,34,1,1,0,840,165,0.2,0,0
17,6,Cliffwood Public School,140 Cliffwood  Road,1648,7,3,9,1447,191,7,12,1,1658,360,0.22,2,1
17,7,Cliffwood Manor,4000 Don Mills Road,413,4,3,0,401,16,0,0,0,417,91,0.22,0,0
17,9,Arbor Glen Public School,55 Freshmeadow Drive,1685,16,14,3,1485,190,3,3,3,1684,391,0.23,0,0
17,10,Highland Middle School,201 Cliffwood Road,829,8,9,1,693,118,14,2,0,827,167,0.2,0,0
17,11,Hillmount Public School,245 McNicoll Avenue,1487,0,14,0,1328,124,4,9,6,1471,262,0.18,0,0
17,12,Cresthaven Public School,46 Cresthaven Drive,1582,12,20,3,1407,151,2,7,8,1575,319,0.2,0,0
17,13,Cummer Park Community Centre,6000 Leslie Street,1464,10,18,3,1280,153,6,10,1,1450,219,0.15,0,0
17,14,Pineway Public School,110 Pineway Blvd,1168,13,2,2,1051,127,1,0,0,1179,240,0.2,0,0
17,15,Extendicare Bayview Villa,550 Cummer Avenue,255,1,0,0,248,8,0,0,0,256,31,0.13,2,1
17,16,Lester B. Pearson Elementary School,7 Snowcrest Avenue,2365,29,51,7,1986,331,10,7,8,2342,421,0.18,0,0
17,17,Blessed Trinity Catholic School,3205 Bayview Avenue,1537,15,24,1,1267,250,2,6,2,1527,297,0.19,0,0
17,19,All Saints Cultural Centre,3125 Bayview Avenue,1274,9,8,2,1125,132,9,6,0,1272,234,0.18,0,0
17,20,Bayview Middle School,25 Bunty Lane,1757,17,68,1,1518,181,5,2,0,1706,361,0.21,3,0
17,21,Ecole elementaire Paul-Demers,100 Ravel Road,655,2,3,1,580,68,2,4,0,654,121,0.19,0,0
17,22,Crestview Public School,101 Seneca Hill Drive,1842,14,7,10,1490,339,14,10,0,1853,348,0.19,0,7
17,25,Immanuel Baptist Church,1100 Finch Avenue East,1454,8,8,1,1227,212,7,1,4,1451,180,0.12,0,0
17,26,Skymark Recreation Centre,1555 Finch Avenue East,790,10,8,0,735,52,1,4,0,792,312,0.39,0,0
17,27,Seneca Hill Public School,625 Seneca Hill Drive,1197,9,5,2,1053,144,0,4,0,1201,249,0.21,0,0
17,28,Seneca Towers,1700 Finch Ave. East,262,13,2,1,261,11,0,1,0,273,116,0.42,2,0
17,29,Skymark Place Rec. Centre,55 Skymark Drive,683,7,8,1,640,36,1,5,0,682,275,0.4,0,0
17,30,Classic-Excellence,85 Skymark Drive,585,8,3,0,552,38,0,0,0,590,258,0.44,0,0
17,32,Cherokee Public School,390 Cherokee Blvd.,2064,16,10,1,1737,317,7,6,0,2067,386,0.19,1,0
17,33,Ernest Public School,150 Cherokee Blvd.,1466,15,4,3,1262,207,5,5,0,1479,305,0.21,2,2
17,35,Pleasant View Jr High School,175 Brian Drive,1706,19,6,5,1380,310,7,13,7,1717,309,0.18,1,0
17,36,St. Kateri Tekakwitha Catholic School,70 Margaret Avenue,927,4,3,1,722,203,4,0,0,929,251,0.27,0,0
17,37,Kingslake Public School,90 Kingslake Road,1929,21,8,1,1657,243,8,8,27,1943,276,0.14,0,0
17,38,Oriole Community Centre,2975 Don Mills Road West,2844,39,17,6,2385,474,11,11,2,2883,264,0.09,0,4
17,39,Don Valley Junior High School,3100 Don Mills Road,2567,11,14,7,2172,369,17,11,0,2569,416,0.16,0,0
17,40,St. Matthias Catholic School,101 Van Horne Avenue,1357,15,8,2,1082,261,12,12,0,1367,220,0.16,0,0
17,42,Lescon Public School,34 Lescon Road,690,23,2,7,554,134,8,11,8,715,155,0.22,0,0
17,43,Dallington Public School,18 Dallington Drive,1273,20,9,2,1107,159,9,9,0,1284,279,0.22,0,0
17,44,St. Timothy Catholic School,25 Rochelle Crescent,2057,28,17,7,1541,508,4,11,0,2064,302,0.15,0,0
17,46,Muirhead Public School,25 Muirhead Road,2214,23,16,32,1864,333,8,16,0,2221,555,0.25,0,0
17,49,Brian Public School,95 Brian Drive,930,6,4,4,748,168,9,5,2,932,240,0.26,1,0
17,50,St. Gerald Catholic School,200 Old Sheppard Avenue,1519,15,8,2,1257,227,5,5,35,1529,297,0.19,0,0
17,51,Atria,55 Ann O'Reilly Rd,512,10,5,2,500,17,0,0,0,517,79,0.15,0,0
17,52,Heron's Hill Rec Centre,20 Herons Hill Way,921,5,6,0,876,34,5,1,4,920,122,0.13,0,0
17,58,Parkway Forest Communty Centre,55 Forest Manor Road,3305,40,19,7,3032,271,9,8,7,3327,418,0.13,0,0
17,59,Forest Manor Public School,25 Forest Manor Road,2133,42,15,6,1822,331,6,3,0,2162,453,0.21,0,0
17,62,Shaughnessy Public School,30 Shaughnessy Blvd.,1183,16,7,3,972,214,2,6,1,1195,272,0.23,0,0
17,63,St. Matthew The Apostle Church,80 George Henry Blvd.,708,6,3,0,585,100,5,6,15,711,198,0.28,0,0
17,64,Aria 1 & 2,16 Bloorview Place,653,5,1,5,603,52,2,0,0,657,171,0.26,0,0
17,65,Seniors Health Centre,2 Buchan Court,62,23,0,1,81,4,0,0,0,85,28,0.33,0,0
17,66,The Waldorf,2 Rean Dr,571,8,13,2,509,54,2,1,0,566,137,0.24,0,0
17,67,Discovery Towers,19 Singer Court,949,22,4,7,915,47,0,5,0,967,163,0.17,0,0
17,69,Tango,121 McMahon Dr,284,2,2,2,274,9,2,0,0,285,46,0.16,0,0
17,70,Elkhorn Public School,10 Elkhorn Drive,2282,24,81,8,1995,194,3,3,29,2224,463,0.21,0,0
17,71,Bayview Village Place,644 Sheppard Avenue East,473,9,17,7,420,39,3,3,0,465,114,0.25,0,0
17,72,ARC Condominiums,2885 Bayview Ave,397,0,10,0,362,24,1,0,0,387,74,0.19,0,0
17,73,Church in Toronto,671 Sheppard Avenue East,3272,37,72,6,2989,223,11,7,3,3233,466,0.14,0,0
17,74,Amica at Bayview Gardens,19 Rean Dr,67,34,10,0,78,12,0,0,1,91,58,0.65,0,1
17,75,Amica at Bayview,15 Barberry Place,111,24,77,0,40,17,0,1,0,58,39,0.67,0,0
17,76,The Chrysler Towers,1 Rean Drive,759,29,21,7,697,65,2,3,0,767,186,0.24,0,0
17,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,NA,0,0
17,98,Oriole Community Centre,2975 Don Mills Road West,NA,61,28,32,NA,NA,NA,NA,NA,NA,1702,NA,1,1
17,99,Cummer Park Community Centre,6000 Leslie Street,NA,65,82,25,NA,NA,NA,NA,NA,NA,2549,NA,0,1
17 Total,NA,NA,NA,70460,992,935,261,61042,8769,265,264,177,70517,18700,0.27,16,18
18,2,485 Patricia Avenue,485 Patricia Avenue,275,10,4,0,279,1,1,0,0,281,101,0.36,0,0
18,3,Cheltenham Care Community,5935 Bathurst Street,81,18,68,2,29,2,0,0,0,31,27,0.87,0,0
18,4,Fisherville Junior High School,425 Patricia Avenue,2527,28,46,0,2041,431,8,11,18,2509,482,0.19,2,0
18,5,Pleasant Public School,288 Pleasant Avenue,2907,24,49,4,2280,581,11,13,0,2885,493,0.17,0,0
18,6,One Kenton Place,1 Kenton Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,Newtonbrook Secondary School,155 Hilda Avenue,2615,19,22,9,2124,470,1,7,7,2609,565,0.22,0,0
18,9,Monseigneur De Charbonnel C.S.,110 Drewry Ave,2293,40,46,12,1831,432,6,4,11,2284,388,0.17,1,0
18,12,Lillian Public School,1059 Lillian Street,2485,32,48,8,1930,528,6,1,13,2478,637,0.26,4,0
18,13,Brebeuf College School,211 Steeles Ave East,1603,34,18,19,1277,335,10,2,0,1624,373,0.23,0,0
18,14,Carefree Lodge,306 Finch Avenue East,38,0,1,1,35,3,0,0,0,38,13,0.34,2,0
18,15,Cummer Valley Middle School,70 Maxome Avenue,1275,13,7,4,1081,185,6,4,3,1279,296,0.23,0,0
18,16,Cummer Lodge,205 Cummer Avenue,166,9,0,0,162,8,0,0,5,175,33,0.19,0,0
18,17,Willowdale Manor,175 Cummer Avenue,267,10,10,0,261,6,0,0,0,267,126,0.47,0,0
18,18,Paramount,39 Pemberton Ave,288,9,10,1,271,16,1,0,0,288,83,0.29,0,0
18,19,Park Palace,28 Pemberton Avenue,421,7,6,0,387,34,1,0,0,422,107,0.25,0,0
18,20,Park Lane I,3 Pemberton Avenue,335,8,0,2,321,20,1,1,0,343,86,0.25,0,0
18,21,Vogue Condominium,7 Bishop Avenue,497,2,6,2,444,47,2,0,0,493,132,0.27,1,0
18,22,Avondale Secondary Alternative School,24 Silverview Dr,2313,31,56,8,2025,251,5,2,12,2295,357,0.16,1,0
18,25,R.J. Lang Elementary and Middle School,227 Drewry Avenue,2171,24,50,5,1851,296,4,5,3,2159,302,0.14,0,0
18,27,Yorkview Public School,130 Yorkview Drive,2429,22,52,8,1863,513,13,2,17,2408,408,0.17,0,0
18,28,Edithvale Community Centre,131 Finch Avenue West,3088,28,67,8,2727,302,10,15,5,3059,429,0.14,0,0
18,29,Churchill Public School,188 Churchill Avenue,1926,27,25,8,1629,291,15,1,0,1936,459,0.24,0,0
18,30,St. Edward The Confessor Church,75 Churchill Avenue,2502,43,69,6,2241,218,10,2,7,2478,464,0.19,0,0
18,31,Canterbury Place Retirement Residence,1 Canterbury Place,11,58,0,0,69,0,0,0,0,69,69,1,0,0
18,35,Skyview-On-Yonge,5444 Yonge Street,407,10,7,8,382,26,2,0,0,410,195,0.48,0,0
18,36,The Kempford,5430 Yonge Street,245,5,4,2,233,12,0,1,0,246,78,0.32,0,0
18,37,Delmanor Northtown,5351 Yonge St,0,63,0,0,58,5,0,0,0,63,61,1,0,2
18,38,Triomphe I and II,5 Northtown Way,729,8,15,1,668,44,2,5,4,723,169,0.23,0,0
18,41,Sommerset Way,18 Sommerset Way,670,18,8,5,644,32,0,4,0,680,213,0.31,3,0
18,43,Willowdale Baptist Church,15 Olive Avenue,2707,29,55,6,2495,158,9,9,11,2682,409,0.15,0,0
18,45,The Galleria,77 Finch Avenue East,661,20,53,3,598,25,4,1,0,628,157,0.25,0,0
18,46,McKee Public School,35 Church Avenue,2879,61,29,3,2659,226,15,9,5,2914,608,0.21,0,0
18,48,Finch Public School,277 Finch Avenue East,2106,30,41,9,1842,242,7,11,0,2102,362,0.17,0,0
18,49,Hollywood Public School,360 Hollywood Avenue,2100,17,19,8,1841,252,3,1,0,2097,409,0.2,0,0
18,50,St. Elizabeth of Hungary Church,432 Sheppard Avenue East,2129,50,33,14,1894,216,9,16,15,2150,521,0.24,0,0
18,51,Earl Haig Secondary School,100 Princess Avenue,2093,33,43,8,1951,128,4,0,3,2086,398,0.19,0,1
18,52,Spring Garden Baptist Church,112 Spring Garden Avenue,1440,22,65,7,1291,94,2,9,2,1398,381,0.27,0,0
18,54,Beecroft Manor,35 Park Home Avenue,293,6,6,0,279,12,0,1,2,294,87,0.3,0,1
18,55,North York Civic Centre,5100 Yonge Street,2563,41,83,10,2355,157,4,6,7,2529,348,0.14,0,0
18,56,Willowdale Lawn Bowling Club,150 Beecroft Road,1327,13,31,8,1105,173,7,4,20,1309,346,0.26,0,0
18,57,Ultima at Broadway North Tower,4978 Yonge St,747,18,46,0,684,31,3,1,0,719,169,0.24,0,0
18,59,Hollywood Plaza,18 Hollywood Avenue,486,13,15,3,448,31,0,3,1,483,128,0.27,0,0
18,63,Atrium II,65 Spring Garden Avenue,385,7,6,0,365,18,3,0,0,386,199,0.52,0,0
18,64,Cardinal Carter Academy For The Arts,36 Greenfield Avenue,1831,54,140,3,1611,121,6,6,5,1749,319,0.18,0,0
18,65,Rodeo Walk,30 Greenfield Avenue,475,10,15,0,438,27,6,0,0,471,149,0.32,0,1
18,68,The Atrium,33 Elmhurst Avenue,341,0,5,0,304,24,3,7,0,338,176,0.52,1,0
18,69,Avondale Public School,171 Avondale Ave,2842,49,84,13,2502,269,18,18,4,2811,561,0.2,1,0
18,76,Avonshire,100 Harrison Garden Blvd.,471,12,8,1,449,21,2,1,0,473,109,0.23,0,0
18,79,Lansing United Church,49 Bogert Avenue,2081,36,42,3,1975,82,2,4,12,2075,222,0.11,0,0
18,80,Skymark at Avondale,78 Harrison Garden Blvd,890,21,17,7,814,74,4,1,1,894,249,0.28,0,0
18,81,Spectrum I,30 Harrison Garden Blvd,533,12,7,3,484,47,3,3,0,537,128,0.24,0,0
18,83,Residences of Avondale,16 Harrison Garden Blvd,563,13,7,6,524,40,4,0,0,568,142,0.25,0,0
18,84,St. Edward Catholic School,1 Botham Road,1159,21,8,2,933,222,10,7,6,1178,322,0.27,0,0
18,85,Cameron Public School,211 Cameron Avenue,1748,24,30,14,1464,258,5,9,7,1743,404,0.23,0,0
18,86,Lansing Residence,10 Senlac Road,55,13,35,0,31,1,0,1,0,33,23,0.7,0,0
18,87,Prestige School,21 Eddfield Avenue,832,6,22,6,671,128,9,2,7,817,212,0.26,0,0
18,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,NA,0,0
18,98,North York Civic Centre,5100 Yonge St,NA,63,33,37,NA,NA,NA,NA,NA,NA,1431,NA,1,1
18,99,Edithvale Community Centre,131 Finch Ave West,NA,149,76,79,NA,NA,NA,NA,NA,NA,3612,NA,3,0
18 Total,NA,NA,NA,70301,1443,1748,376,61150,8166,257,210,213,69996,20438,0.29,20,6
19,1,Presteign Heights Elementary School,2570 St. Clair Avenue East,2204,21,15,5,1963,214,24,3,5,2209,667,0.3,0,0
19,2,St. Clair O'Connor Community,2701 St. Clair Ave East,146,13,8,5,144,6,0,0,0,150,68,0.45,0,0
19,3,Canadian Macedonian Place,850 O'Connor Drive,124,6,8,2,117,5,0,0,0,122,60,0.52,0,3
19,4,Gordon A. Brown Middle School,2800 St. Clair Avenue East,2599,24,60,8,2212,303,14,10,26,2565,613,0.24,0,1
19,5,Centennial Apartments,5 Wakunda Place,186,4,4,0,181,4,1,0,0,186,50,0.27,0,0
19,7,O'Connor Public School,1665 O'Connor Drive,1978,28,27,12,1737,220,12,3,8,1980,429,0.22,0,0
19,8,Victoria Park Elementary School,145 Tiago Avenue,1172,16,9,5,997,172,2,6,1,1178,338,0.29,0,0
19,9,Gower Park Place,10 Gower Street,1291,33,76,5,964,277,3,2,3,1249,261,0.21,1,0
19,10,George Webster Elementary School,50 Chapman Avenue,2291,48,60,7,1907,360,7,5,0,2279,599,0.26,1,0
19,11,Dawes Road Public Library,416 Dawes Road,1530,16,74,693,1229,218,10,10,7,1474,316,0.21,1,0
19,12,65 and 75 Halsey Avenue,75 Halsey Avenue,337,9,47,0,252,35,6,5,0,298,81,0.27,3,0
19,14,East York Acres,9 Haldon Avenue,913,25,12,4,768,156,4,0,0,928,252,0.27,7,0
19,15,D.A. Morrison Middle School,271 Gledhill Avenue,2104,32,33,15,1791,249,41,18,5,2104,650,0.31,0,0
19,17,Canadian Martyrs Catholic School,520 Plains Road,2227,36,34,10,1825,372,23,7,4,2231,539,0.24,0,0
19,18,East York Collegiate Institute,650 Cosburn Avenue,2047,24,15,8,1728,291,18,13,6,2056,555,0.27,3,0
19,20,Michael Garron Hospital,825 Coxwell Ave G5 Garden Rm.,3,4,0,0,7,0,0,0,0,7,4,0.57,0,0
19,21,Kimbourne Park United Church,200 Wolverleigh Blvd,2279,37,22,13,1760,449,29,22,33,2293,785,0.34,4,0
19,22,Tobias House,695 Coxwell Avenue,60,19,6,13,55,16,1,0,1,73,33,0.45,0,0
19,23,Danforth/Coxwell Library,1675 Danforth Ave,1348,26,17,10,1152,162,28,13,3,1358,507,0.37,1,0
